CODEMPRESA;RAZAOSOCIAL;NOMEFANTASIA;CEP;NUMCNPJCPF;DATACADASTRO;TOTALVENDAS;MEDIAJUROS;DIASATRASO;Data Abertura CNPJ;Capital Social;Natureza Jurídica;Porte;CNAE's;Latitude;Longitude;NvlImportanciaGEO;Região
332;VICENTE COSTA PRODUTOS MEDICOS HOSPITALARES LTDA ME;VICENTE COSTA PRODUTOS MEDICOS HOSPITALARES LTDA ME;29056210;26082710000100;0;0.0;0.0;0.0;2016-09-01T00:00:00;200000;Sociedade Empresária Limitada;01;['4645101', '4664800', '7020400', '7739002'];-20.263202;-40.416549;0.652805933283467;Região Geográfica Intermediária de Vitória
333;VINCULA INDUSTRIA COMERCIO IMPORTACAO E EXP. DE IMPLANTES SA;VINCULA INDUSTRIA COMERCIO IMPORTACAO E EXP. DE IMPLANTES SA;13505600;01025974000192;0;371526.76;23.707534246575342;2.466666666666667;1996-01-22T00:00:00;192505086;Sociedade Anônima Fechada;05;['3250704', '3250701', '3250703', '3250705', '2660400', '3319800', '8599604', '4645101', '4645102', '4645103', '4664800'];-22.4100108;-47.5603933;0.6965564499810553;Região Geográfica Intermediária de Campinas
334;VISCAGI SERVICOS DE TRATAMENTO DE PECAS;VISCAGI SERVICOS DE TRATAMENTO DE PECAS;13505650;16868520000150;0;0.0;0.0;0.0;2012-09-10T00:00:00;30000;Sociedade Empresária Limitada;03;['2539002', '3312102'];-22.4100108;-47.5603933;0.6965564499810553;Região Geográfica Intermediária de Campinas
335;VITAL MATERIAIS ESPECIAIS EIRELI;VITAL MATERIAIS ESPECIAIS EIRELI;40040090;20412651000104;0;0.0;0.0;0.0;2014-06-06T00:00:00;3080000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05;['4773300', '3312103', '4618402', '4639701', '4644301', '4645101', '4646001', '4646002', '4664800', '4729699', '4771701', '4772500', '7739002', '8599604'];-12.9822499;-38.4812772;0.7916395518776811;Região Geográfica Intermediária de Salvador
336;VITAL PRODUTOS MEDICOS HOSPITALARES LTDA;VITAL PRODUTOS MEDICOS HOSPITALARES LTDA;90040270;01828775000112;0;2882.49;0.0;0.0;1997-03-20T00:00:00;600000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03;['4645101', '3319800', '4618499', '7739002'];-30.0324999;-51.2303767;0.833208007806445;Região Geográfica Intermediária de Porto Alegre
337;VITTA MEDI PRODUTOS MEDICOS EIRELI;VITTA MEDI PRODUTOS MEDICOS EIRELI;86020080;15314407000160;0;80837.5;0.045;0.5873015873015873;2012-03-27T00:00:00;7917800;Sociedade Empresária Limitada;05;['4645101', '4773300', '4618402'];-23.3112878;-51.1595023;0.6409659305126493;Região Geográfica Intermediária de Londrina
338;WORK LIFE COM. DE PRODUTOS MEDICOS LTDA;WORK LIFE COM. DE PRODUTOS MEDICOS LTDA;09624110;26355824000178;0;21620.72;0.11689655172413793;0.16666666666666666;2016-10-14T00:00:00;300000;Sociedade Empresária Limitada;03;['4645101', '4645102', '4645103'];-23.7080345;-46.5506747;0.9473917598218753;Região Geográfica Intermediária de São Paulo
339;XOMED SERVICOS E COM. DE PRODUTOS CIRURGICOS LTDA;XOMED SERVICOS E COM. DE PRODUTOS CIRURGICOS LTDA;06454020;73578981000122;0;114005.8;0.0;0.05;1993-10-18T00:00:00;100000;Sociedade Empresária Limitada;03;['4645101', '4930202', '8299799', '3319800', '7739002', '7490199'];-23.5112184;-46.8764612;0.6416771669594372;Região Geográfica Intermediária de São Paulo
340;X-SAFE COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA EPP;X-SAFE COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA EPP;09531190;11820103000114;0;47050.05;0.0;0.68;2010-03-29T00:00:00;100000;Sociedade Empresária Limitada;03;['4645101', '7739002', '3329599'];-23.6195923;-46.5688323;0.9335917759620855;Região Geográfica Intermediária de São Paulo
11;ATUAL COMERCIO E REP. DE PRODUTOS MEDICOS EIRELI;ATUAL IMPLANTES;51020100;08955615000183;2020-08-31 21:11:55;0.0;0.0;0.0;2007-06-26T00:00:00;500000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05;['4645101', '3312103', '7739002', '4618402', '4930202', '4664800'];-8.0584933;-34.8848193;0.808392227578355;Região Geográfica Intermediária do Recife
31;MEDICAL LIFE COM. EIRELI;MEDICAL LIFE;30770560;14425382000100;2020-08-31 21:28:58;563980.69;71.93045454545455;8.20183486238532;2011-10-06T00:00:00;120000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);01;['4645101', '4645102', '4645103', '4649499', '4664800', '4712100', '4751201', '4754701', '4761002', '4761003', '4763602', '4773300', '7739002'];-19.9227318;-43.9450948;0.8253345524770843;Região Geográfica Intermediária de Belo Horizonte
32;MEDICAL SUPPORT MATERIAIS MEDICOS E HOSP. LTDA;MEDICAL SUPPORT;14015120;13928215000119;2020-08-31 21:29:36;1442835.7;0.0;0.37153088630259623;2011-06-21T00:00:00;1000000;Sociedade Empresária Limitada;05;['7739002', '3313999', '4618402', '4645101', '4789099'];-21.178333;-47.8066671;0.7571000308973752;Região Geográfica Intermediária de Ribeirão Preto
35;OCTOMED COMERCIO DE PRODUTOS MEDICOS LTDA;OCTOMED - OFICIAL;04707000;23858576000190;2020-08-31 21:31:44;110393.28;0.0;0.75;2015-12-17T00:00:00;100000;Sociedade Empresária Limitada;05;['4645101', '4618402', '7739002', '7739099', '7729203', '4664800', '4645102', '4649408', '4930201', '4930202'];-23.5506507;-46.6333824;0.8861749119420277;Região Geográfica Intermediária de São Paulo
36;PEGURIN COMERCIO DE PRODUTOS HOSPITALARES LTDA EPP;PEGURIN;28300000;03411318000153;2020-08-31 21:32:51;0.0;0.0;0.0;1999-09-06T00:00:00;50000;Sociedade Empresária Limitada;03;['4773300', '3312103', '3319800', '4645101', '4646002', '4652400', '4664800', '4669901', '4772500', '7739002'];-21.2048;-41.88801;0.5563027787761633;Região Geográfica Intermediária de Campos dos Goytacazes
42;SPINE LEVEL COM. IMP.E LOC. PROD. MEDICOS EIRELI;SPINE LEVEL;09732550;09105391000183;2020-08-31 21:36:37;126704.71;0.34381679389312975;0.46218487394957986;2007-08-08T00:00:00;3000000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05;['4664800', '7739002', '4645102', '4645101'];-23.7080345;-46.5506747;0.9473917598218753;Região Geográfica Intermediária de São Paulo
44;TITANIUN COM DE MAT MED HOSP E SERV LTDA ME;TITANIUN;78050000;04667793000158;2020-08-31 21:38:01;704936.47;0.4663793103448276;0.4979919678714859;2001-09-11T00:00:00;750000;Sociedade Empresária Limitada;01;['4645101', '4618499', '4773300', '7729203', '7739002', '8211300'];-15.5986686;-56.0991301;0.6521301493046232;Região Geográfica Intermediária de Cuiabá
45;TORIDE INDUSTRIA E COMERCIO LTDA;TORIDE;13803340;54673199000148;2020-08-31 21:39:03;27100.0;0.0;1.7857142857142858;1987-08-27T00:00:00;60000;Sociedade Empresária Limitada;05;['3250701'];-22.438499999999998;-46.99161305147059;0.6832415513966332;Região Geográfica Intermediária de Campinas
51;DG INOX COMERCIO DE METAIS LTDA - ME;DG INOX;13484126;12357403000171;2020-08-31 23:46:50;0.0;0.0;0.0;2010-06-14T00:00:00;20000;Sociedade Empresária Limitada;01;['4685100'];-22.5615068;-47.401766;0.6485694768247089;Região Geográfica Intermediária de Campinas
53;MEDICAL PRIME IMP. EXP. E DISTR DE PROD MED. HOSP.;MEDICAL PRIME;09617010;19450138000110;2020-08-31 23:48:34;1133419.6;1.0649627263045793e-05;-5.7774936061381075;2013-12-27T00:00:00;20000000;Sociedade Empresária Limitada;05;['4645101', '4773300', '7020400', '7729203', '8211300'];-23.7080345;-46.5506747;0.9473917598218753;Região Geográfica Intermediária de São Paulo
54;MEDIC PRODUTOS CIRURGICOS EIRELI;MEDIC PRODUTOS CIRURGICOS;30170090;30647962000106;2020-08-31 23:49:20;100589.39;0.0;-0.375;2018-06-07T00:00:00;100000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03;['4645101', '3319800', '4645103', '4930201', '4930202', '7490199', '7739002', '8299799'];-19.9227318;-43.9450948;0.8253345524770843;Região Geográfica Intermediária de Belo Horizonte
116;NOREM PRODUTOS MEDICOS E HOSPITALARES LTDA;NOREM MULTIMPLANTES;79020121;10757784000150;2020-09-01 01:22:34;97093.68;0.07065420560747664;0.6304347826086957;2009-04-14T00:00:00;650000;Sociedade Empresária Limitada;05;['4645101', '4618401', '4930202'];-20.4640173;-54.6162947;0.6994004992171496;Região Geográfica Intermediária de Campo Grande
123;MARIO MEDICAL COMERCIO DE MATERIAL HOSPITALAR LTDA;MARIO MEDICAL;40280000;20599845000152;2020-09-01 01:33:38;40392.0;0.0;1.0;2014-07-07T00:00:00;470000;Sociedade Empresária Limitada;01;['4664800', '3312102', '4644301', '4645101', '4646002', '4649408', '4651601', '4673700', '4789005'];-12.9822499;-38.4812772;0.7916395518776811;Região Geográfica Intermediária de Salvador
125;CORTICAL COMERCIO E PRODUTOS CIRURGICO LTDA;CORTICAL CIRURGIA;14026300;69069904000170;2020-09-01 01:36:44;171647.8;0.0;0.38317757009345793;1992-11-16T00:00:00;200000;Sociedade Empresária Limitada;05;['4645101', '4618402', '4664800', '4773300', '5211799', '5250805', '7729203', '8650099'];-21.178333;-47.8066671;0.7571000308973752;Região Geográfica Intermediária de Ribeirão Preto
126;I9MED REPRESENTACOES E COMERCIO DE PRODUTOS HOSPIT;I9MED;66040140;22871465000150;2020-09-01 01:37:36;36060.61;0.0;1.0909090909090908;2015-07-17T00:00:00;93700;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05;['4619200', '4645101', '7739002'];-1.45056;-48.4682453;0.7704800420579434;Região Geográfica Intermediária de Belém
133;ZEIKI MEDICAL PRODUTOS MEDICOS LTDA;ZEIKI MEDICAL;22793081;07470296000153;2020-09-01 01:43:09;0.0;0.0;0.0;2005-06-24T00:00:00;1138463;Sociedade Empresária Limitada;05;['4645101', '3312103', '4619200', '4644301', '4664800', '6463800', '7739002'];-22.9110137;-43.2093727;1.015262735848676;Região Geográfica Intermediária do Rio de Janeiro
104;TRAUMACAMP COM.IMP.EXP.LOC.PROD.MED.HOSP.LTDA;TRAUMACAMP;13271608;05695839000105;2020-09-01 01:09:14;934474.53;0.17209039548022598;0.47835497835497837;2003-04-01T00:00:00;3000000;Sociedade Empresária Limitada;05;['4773300', '7739002', '4645101'];-22.97056;-46.99583;0.6077750182056958;Região Geográfica Intermediária de Campinas
88;VERTICAL DF SOLUÇÕES PARA SAÚDE LTDA;VERTICAL DF;70381510;06295656000165;2020-09-01 00:55:04;208020.14;0.0;0.4235294117647059;2004-05-27T00:00:00;33000000;Sociedade Empresária Limitada;05;['4645101', '4618401', '4618402', '4644301', '4645103', '4646002', '4771701', '4773300', '5211799', '5320202', '7739002'];-15.7934036;-47.8823172;0.79050209029916;Região Geográfica Intermediária do Distrito Federal
90;LAM MEDICAL COMERCIO DE MATERIAIS CIRURGICOS LTDA;LAM MEDICAL;09090790;18351223000169;2020-09-01 00:58:01;499862.13;0.0;1.0754716981132075;2013-06-24T00:00:00;2408380;Sociedade Empresária Limitada;03;['4645101', '4645102', '4645103', '4646001', '4664800', '7739002'];-23.6573395;-46.5322504;0.732051699225261;Região Geográfica Intermediária de São Paulo
97;BIO CONSERT COMERCIO DE MAT CIRURGICO DE ALTA TEC;BIO CONSERT;09510101;07943708000125;2020-09-01 01:03:55;0.0;0.0;0.0;2006-03-08T00:00:00;100000;Sociedade Empresária Limitada;03;['4645101', '4773300', '8650099', '5211799', '7020400'];-23.6195923;-46.5688323;0.9335917759620855;Região Geográfica Intermediária de São Paulo
98;BEMMED DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR EIRELI;BEMMED DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR EIRELI;58010780;27938961000106;2020-09-01 01:04:49;0.0;0.0;0.0;2017-06-09T00:00:00;100000;Sociedade Empresária Limitada;03;['4645101', '4618402', '4664800', '4773300', '7729203', '7739002'];-7.1215981;-34.882028;0.7327071368030622;Região Geográfica Intermediária de João Pessoa
70;DERMED SERVICOS E COMERCIO DE PRODUTOS CIRURGICOS;DERMED;06454020;29159716000118;2020-09-01 00:32:06;27697.93;0.0;0.0;2017-11-28T00:00:00;20000;Sociedade Empresária Limitada;03;['4645101', '4930202', '8299799', '3319800', '7739002', '7490199', '4618402'];-23.5112184;-46.8764612;0.6416771669594372;Região Geográfica Intermediária de São Paulo
78;JV MEDIC COM. DE PRODUTOS HOSPITALARES - EPP;JV MEDIC;07092070;07002721000180;2020-09-01 00:40:23;656471.24;0.09722741433021807;-0.4896551724137931;2004-08-12T00:00:00;120000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05;['4645101', '4645102', '4930201', '4930202', '7739002', '8712300'];-23.4430602;-46.524459;0.6514267360613204;Região Geográfica Intermediária de São Paulo
82;RICHARDS DO BRASIL PRODUTOS CIRURGICOS LTDA;RICHARDS DO BRASIL;06465140;48767628000143;2020-09-01 00:43:46;404818.1;0.0;0.30097087378640774;1977-04-11T00:00:00;1000000;Sociedade Empresária Limitada;05;['4645101', '3319800', '4930201', '4930202', '7490199', '7739002'];-23.5112184;-46.8764612;0.6416771669594372;Região Geográfica Intermediária de São Paulo
84;SPACE MEDICAL DISTRIBUIDORA;SPACE MEDICAL DISTRIBUIDORA;31170340;17398901000186;2020-09-01 00:45:02;196259.93;3.640913705583756;0.5964912280701754;2013-01-14T00:00:00;50000;Sociedade Empresária Limitada;01;['4645101', '4618402', '4645103', '4773300', '4789099', '7112000', '7739099', '8211300', '8650099'];-19.9227318;-43.9450948;0.8253345524770843;Região Geográfica Intermediária de Belo Horizonte
106;ENDOSURGICAL IMPORTACAO E COM. DE PROD. MED. LTDA.;ENDOSURGICAL;79010130;03785610000136;2020-09-01 01:12:34;82900.73;0.0;0.6962025316455697;2000-04-24T00:00:00;164500;Sociedade Empresária Limitada;05;['4645101', '3319800', '4664800', '4649408', '4618402', '7739002'];-20.4640173;-54.6162947;0.6994004992171496;Região Geográfica Intermediária de Campo Grande
107;LYON PRODUTOS PARA SAUDE LTDA EPP;LYON PRODUTOS PARA SAUDE LTDA EPP;70632200;25226244000118;2020-09-01 01:13:14;68992.36;0.08;-2.1363636363636362;2016-07-18T00:00:00;1000000;Sociedade Empresária Limitada;03;['4645101', '4618401', '4618402', '4618499', '4642702', '4644301', '4645102', '4645103', '4646001', '4646002', '4649408', '4664800', '4689399', '4773300', '4789099', '7490104', '7739002', '8610101', '8630501', '8630503', '8630506', '8640202', '8640209', '8650001'];-15.7934036;-47.8823172;0.79050209029916;Região Geográfica Intermediária do Distrito Federal
117;COMERCIAL COSTA GOMES;COMERCIAL COSTA GOMES;29140030;36395622000103;2020-09-01 01:24:46;52015.44;5.266590909090909;5.181818181818182;1991-04-30T00:00:00;840060;Sociedade Empresária Limitada;05;['4645101', '4664800', '4645102', '4645103', '4693100', '3312103', '7729203'];-20.263202;-40.416549;0.652805933283467;Região Geográfica Intermediária de Vitória
118;MEDICAL TRADE DE MARICA COM DE MATERIAL HOSPITALAR;MEDICAL TRADE DE MARICA;24900750;04255249000107;2020-09-01 01:25:40;0.0;0.0;0.0;2001-01-19T00:00:00;800000;Sociedade Empresária Limitada;05;['4645101', '4637199', '4645102', '4649408', '4664800', '4729699', '4773300', '4789005', '4930201', '7490199', '7739002'];-22.9059188;-42.7926326;0.525215438114801;Região Geográfica Intermediária do Rio de Janeiro
147;BRASMEDICA HOSPITALAR E   ORTOPEDICA LTDA;BRASMEDICA;70330510;00625186000174;2020-09-02 14:31:54;0.0;0.0;0.0;1981-03-27T00:00:00;500000;Sociedade Empresária Limitada;05;['4773300', '4645101', '4645102', '4754701', '4781400', '4755501', '3319800', '4618402', '4618499', '7490104'];-15.7934036;-47.8823172;0.79050209029916;Região Geográfica Intermediária do Distrito Federal
151;ADA MEDICA COM. REP. PROD. MEDICOS LTDA;ADA MEDICA COM. REP. PROD. MEDICOS LTDA;03315000;08281710000149;0;22495.37;0.0;0.3103448275862069;2006-08-25T00:00:00;100000;Sociedade Empresária Limitada;03;['4645101', '4645102', '4645103', '3312102', '3319800', '7739002'];-23.5506507;-46.6333824;0.8861749119420277;Região Geográfica Intermediária de São Paulo
152;ALFEMA DOIS MERCANTIL CIRURGICA LTDA;ALFEMA DOIS MERCANTIL CIRURGICA LTDA;79044605;33761636000105;0;0.0;0.0;0.0;1990-05-31T00:00:00;2700000;Sociedade Empresária Limitada;05;['4645102', '3312103', '3329599', '4645101', '4645103', '4930201', '4930202', '5211799', '7739002'];-20.4640173;-54.6162947;0.6994004992171496;Região Geográfica Intermediária de Campo Grande
153;ALPHAMED MAT. MEDICO HOSPITALARES EIRELI - EPP;ALPHAMED MAT. MEDICO HOSPITALARES EIRELI - EPP;06454020;30244576000165;0;85177.24;0.0;-0.16666666666666666;2018-04-19T00:00:00;100000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03;['4645101', '4930202', '8299799', '3319800', '7739002'];-23.5112184;-46.8764612;0.6416771669594372;Região Geográfica Intermediária de São Paulo
154;AMGS COMERCIO E REPRESENTACAO LTDA;AMGS COMERCIO E REPRESENTACAO LTDA;30320670;20858411000120;0;141198.95;0.5116901408450705;0.34814814814814815;1985-04-16T00:00:00;100000;Sociedade Empresária Limitada;05;['4645101', '6619399', '7020400'];-19.9227318;-43.9450948;0.8253345524770843;Região Geográfica Intermediária de Belo Horizonte
155;LIMINE PRODUTOS MEDICOS LTDA;LIMINE MA;65075060;16537643000109;0;42240.85;0.8763461538461539;-5.56;2012-07-04T00:00:00;400000;Sociedade Empresária Limitada;03;['4645101', '4618402', '4618499', '4644301', '4645102', '4773300', '7739002', '8650099'];-2.5295265;-44.2963942;0.8451598477333496;Região Geográfica Intermediária de São Luís
156;ANGIOSUTURE EQUIPAMENTOS HOSPITALARES LTDA;ANGIOSUTURE EQUIPAMENTOS HOSPITALARES LTDA;29101045;04282848000101;0;0.0;0.0;0.0;2001-02-07T00:00:00;1000000;Sociedade Empresária Limitada;05;['4664800', '4618402', '4645101', '4645102', '4669999', '4672900', '7020400', '7739002', '8690999'];-20.3297037;-40.2920174;0.7729478114429207;Região Geográfica Intermediária de Vitória
157;AP MANGINI COMERCIO DE MATERIAL CIRURGICO LTDA;AP MANGINI COMERCIO DE MATERIAL CIRURGICO LTDA;83020330;06210501000189;0;8033.69;1.485;1.0;2004-04-12T00:00:00;60000;Sociedade Empresária Limitada;01;['4645102', '4645101'];-25.533816;-49.2072163;0.8817445332007621;Região Geográfica Intermediária de Curitiba
158;ATHENA MEDIC COM. IMP. E EXP. DE PRODUTOS  HOSPITALARES LTDA;ATHENA MEDIC;49045580;12888918000106;0;112816.06;1.7097457627118644;0.7288135593220338;2010-11-04T00:00:00;270000;Sociedade Empresária Limitada;05;['4645101', '3312103', '4664800', '4614100', '4618402'];-10.9162061;-37.0774655;0.7270423659444605;Região Geográfica Intermediária de Aracaju
159;ATTIS MEDICAL COMERCIO E REPRESENTACAO LTDA;ATTIS MEDICAL COMERCIO E REPRESENTACAO LTDA;13070056;09217325000103;0;0.0;0.0;0.0;2007-10-25T00:00:00;400000;Sociedade Empresária Limitada;05;['4618499', '4645101', '4664800'];-23.5506507;-46.6333824;0.8861749119420277;Região Geográfica Intermediária de São Paulo
160;AUDIONORTE COMERCIO E SERVICO LTDA;AUDIONORTE COMERCIO E SERVICO LTDA;66055200;19877338000154;0;0.0;0.0;0.0;2014-03-13T00:00:00;100000;Sociedade Empresária Limitada;03;['8630502', '3312103', '4618402', '4773300', '8630501', '8630503', '8650006', '8690999'];-1.45056;-48.4682453;0.7704800420579434;Região Geográfica Intermediária de Belém
161;AUDTEC COM. DE APARELHOS AUDITIVOS EIRELI EPP;AUDTEC COM. DE APARELHOS AUDITIVOS EIRELI EPP;13010001;00119514000160;0;218285.88;0.4742168674698795;0.5666666666666667;1994-07-08T00:00:00;250000;Sociedade Empresária Limitada;03;['4773300', '3312103', '4618402', '8640208', '9521500'];-22.90556;-47.06083;0.6952501718956622;Região Geográfica Intermediária de Campinas
162;AXISTE COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA;AXISTE COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA;22755100;09409545000120;0;96958.71;4.659223300970874;1.1542553191489362;2008-03-03T00:00:00;3136000;Sociedade Empresária Limitada;05;['4645101', '3312103', '4619200', '4645102', '4930201', '7729203', '8650007'];-22.9110137;-43.2093727;1.015262735848676;Região Geográfica Intermediária do Rio de Janeiro
163;A2 MEDICAL SUPPLY COM. REPRESENTACAO LTDA ME;A2 MEDICAL SUPPLY COM. REPRESENTACAO LTDA ME;13485420;23419585000184;0;0.0;0.0;0.0;2015-10-06T00:00:00;120000;Sociedade Empresária Limitada;01;['4773300', '4618402', '4645101', '4645102', '4645103', '4664800', '7739002'];-22.372222;-46.9425;0.7224062534156188;Região Geográfica Intermediária de Campinas
164;BARMED COMERCIO DE EQPTOD HOSPITALARES LTDA;BARMED COMERCIO DE EQPTOD HOSPITALARES LTDA;25071181;17947452000188;0;610252.97;0.12920863309352518;-0.09322033898305085;2013-04-15T00:00:00;150000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03;['4645101', '3312102', '3312103', '4645102', '4645103', '4646002', '4772500', '4773300', '4789099', '7729203'];-22.7896225;-43.309929;0.7684926644759991;Região Geográfica Intermediária do Rio de Janeiro
165;NEXOMED HOSPITALAR LTDA;BIO IMPLANTES;31310200;17085673000194;0;300327.66;13.813333333333333;2.2857142857142856;2012-10-30T00:00:00;166250;Sociedade Empresária Limitada;03;['4645102', '4642702', '4644301', '4644302', '4645101', '4646002', '4649408', '7739002'];-19.9227318;-43.9450948;0.8253345524770843;Região Geográfica Intermediária de Belo Horizonte
166;BIOMETAL INDUSTRIA E COMERCIO EIRELI;BIOMETAL INDUSTRIA E COMERCIO EIRELI;13486606;07165928000175;0;0.0;0.0;0.0;2004-12-27T00:00:00;200000;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05;['3250701', '4773300', '3312103'];-22.5615068;-47.401766;0.6485694768247089;Região Geográfica Intermediária de Campinas
167;BIONEURO COMERCIO DE PRODUTOS P/SAUDE LTDA EPP;BIONEURO COMERCIO DE PRODUTOS P/SAUDE LTDA EPP;09530401;64944085000149;0;61994.76;0.0;0.45348837209302323;1990-11-30T00:00:00;20000;Sociedade Empresária Limitada;03;['4645101', '4646001', '4664800', '4789005', '7739002', '7490104'];-23.6195923;-46.5688323;0.9335917759620855;Região Geográfica Intermediária de São Paulo
168;BIOSINTESE COM.E IMP.E MATERIAL MEDICO HOSPITALAR E IMPLANT;BIOSINTESE COM.E IMP.E MATERIAL MEDICO HOSPITALAR E IMPLANT;64001310;03512566000190;0;7918.93;0.0;0.0;1999-11-18T00:00:00;300000;Sociedade Empresária Limitada;05;['4645101', '4789099', '5320201', '5320202'];-5.0896403;-42.809588;0.7181504670587822;Região Geográfica Intermediária de Teresina
169;BIOSINTESE HOSPITALAR LTDA;BIOSINTESE HOSPITALAR LTDA;22640102;01086229000153;0;2270.22;0.0;0.0;1996-02-22T00:00:00;150000;Sociedade Empresária Limitada;05;['4645102', '4645103', '4645101', '4664800', '4773300', '7490104', '4618402'];-22.9110137;-43.2093727;1.015262735848676;Região Geográfica Intermediária do Rio de Janeiro
170;BRASIL IMPLANTES COMERCIO IMP EXP DE PROD HOSP LTDA;BRASIL IMPLANTES COMERCIO IMP EXP DE PROD HOSP LTDA;09041000;18163098000163;0;96358.17;0.0;0.16666666666666666;2013-05-22T00:00:00;15000;Sociedade Empresária Limitada;05;['4645101', '4645102', '7739002'];-23.6573395;-46.5322504;0.732051699225261;Região Geográfica Intermediária de São Paulo
171;BRASIMET PROCESSAMENTO TERMICO LTDA.;BRASIMET PROCESSAMENTO TERMICO LTDA.;13212795;60856820000373;0;0.0;0.0;0.0;2010-05-13T00:00:00;160635361;Sociedade Empresária Limitada;05;['2539002'];-23.1887668;-46.884506;0.6512850848857229;Região Geográfica Intermediária de Campinas
172;BREU DO B RASIL COM. DE FERRAMENTAS LTDA;BREU DO B RASIL COM. DE FERRAMENTAS LTDA;13348758;08389605000128;0;0.0;0.0;0.0;2006-10-05T00:00:00;1650000;Sociedade Empresária Limitada;05;['2543800', '4744001'];-23.09028;-47.21806;0.6289461142330656;Região Geográfica Intermediária de Campinas
173;CENIC - LABORATORIO DE ENSAIOS ESPECIAIS LTDA - ME;CENIC - LABORATORIO DE ENSAIOS ESPECIAIS LTDA - ME;13568600;09019098000101;0;0.0;0.0;0.0;2007-08-23T00:00:00;90000;Sociedade Empresária Limitada;03;['7120100', '7210000', '8599604', '7112000'];-22.0180395;-47.891154;0.7228286139470004;Região Geográfica Intermediária de Araraquara
174;CIRURGICA FLECHA COM.MAT.CIRURGICOS LTDA;CIRURGICA FLECHA COM.MAT.CIRURGICOS LTDA;14025090;04823980000183;0;191311.27;0.0;-7.147058823529412;2001-11-22T00:00:00;50000;Sociedade Empresária Limitada;03;['4645101', '4649408', '4729699', '4761003', '7739002'];-21.178333;-47.8066671;0.7571000308973752;Região Geográfica Intermediária de Ribeirão Preto
175;CIRURGICA TOCANTINS DISTRIB.DE PRODUTOS MEDICO HOSPITALAR LT;CIRURGICA TOCANTINS DISTRIB.DE PRODUTOS MEDICO HOSPITALAR LT;77813375;09497984000132;0;19091.96;0.0;0.3181818181818182;2008-04-09T00:00:00;500000;Sociedade Empresária Limitada;05;['7739002', '4618402', '4642702', '4644301', '4645101', '4645102', '4645103', '4646001', '4649408', '4649499', '4664800', '4771701', '4772500', '4774100', '4789005', '4789099'];-7.193241;-48.2018597;0.6645547095845195;Região Geográfica Intermediária de Araguaína
176;CLASSY MED COMERCIO DE MATERIAL HOSPITALAR LTDA;CLASSY MED COMERCIO DE MATERIAL HOSPITALAR LTDA;22631004;10587605000184;0;27489.98;1.3836;0.8;2008-12-17T00:00:00;2000000;Sociedade Empresária Limitada;05;['4645101', '3250701', '3250702', '3319800', '4619200', '4773300', '7739002'];-22.9110137;-43.2093727;1.015262735848676;Região Geográfica Intermediária do Rio de Janeiro
177;CGS LABORATORIO DE CALIBRACAO E METROLOGIA LTDA;CGS CALIBRACAO;13481443;09246308000196;0;0.0;0.0;0.0;2007-11-19T00:00:00;200000;Sociedade Empresária Limitada;03;['4789099', '3312102', '8599604'];-22.5615068;-47.401766;0.6485694768247089;Região Geográfica Intermediária de Campinas
178;CMC MATERIAIS CIRURGICOS E HOSPITALARES LTDA;CMC MATERIAIS CIRURGICOS E HOSPITALARES LTDA;97095340;97123822000100;0;1921.92;1.35;0.6;1994-01-07T00:00:00;;Sociedade Empresária Limitada;03;['4645101'];-29.6860512;-53.8069214;0.7194871087039776;Região Geográfica Intermediária de Santa Maria
179;COMERCIO  E DISTRIBUICAO ALLBORG-MED LTDA;COMERCIO  E DISTRIBUICAO ALLBORG-MED LTDA;36200056;11796403000105;0;77753.99;0.20522727272727273;0.5625;2010-04-09T00:00:00;100000;Sociedade Empresária Limitada;03;['4645102', '4645101', '4664800', '4773300', '7729203', '7739002'];-21.2254524;-43.7735087;0.64041578794572;Região Geográfica Intermediária de Juiz de Fora
180;CONFIANZA PRODUTOS CIRURGICOS E HOSPITALARES;CONFIANZA PRODUTOS CIRURGICOS E HOSPITALARES;74140110;09554136000118;0;0.0;0.0;0.0;2008-05-15T00:00:00;3000000;Sociedade Empresária Limitada;05;['4645101', '3312103', '4930202'];-16.680882;-49.2532691;0.7760760121759278;Região Geográfica Intermediária de Goiânia
